Lower layer Super Output Areas Code,Lower layer Super Output Areas,Observation
E01018545,Cheshire West and Chester 006D,977.8
E01018546,Cheshire West and Chester 005A,4763.5
E01018547,Cheshire West and Chester 005B,3586.8
E01018548,Cheshire West and Chester 005C,1565.1
E01018549,Cheshire West and Chester 005D,3343.3
E01018550,Cheshire West and Chester 011B,7697.6
E01018551,Cheshire West and Chester 011C,2086.2
E01018552,Cheshire West and Chester 011D,140.6
E01018553,Cheshire West and Chester 011E,3531.8
E01018554,Cheshire West and Chester 016C,4490.3
E01018555,Cheshire West and Chester 016D,6682.8
E01018556,Cheshire West and Chester 013A,4277.5
E01018557,Cheshire West and Chester 013B,4223.6
E01018558,Cheshire West and Chester 013C,6873.9
E01018559,Cheshire West and Chester 013D,3874.6
E01018560,Cheshire West and Chester 009E,1917.8
E01018561,Cheshire West and Chester 009F,3331.5
E01018562,Cheshire West and Chester 009G,2995.1
E01018565,Cheshire West and Chester 014A,4539
E01018566,Cheshire West and Chester 014B,1462.6
E01018567,Cheshire West and Chester 014C,3702
E01018568,Cheshire West and Chester 014D,2475.1
E01018569,Cheshire West and Chester 004B,420.5
E01018570,Cheshire West and Chester 004C,169.3
E01018571,Cheshire West and Chester 004D,505.6
E01018572,Cheshire East 012A,378.3
E01018573,Cheshire East 012B,772.5
E01018574,Cheshire East 012C,2285.8
E01018575,Cheshire East 013A,2806.1
E01018576,Cheshire East 013B,1381
E01018577,Cheshire East 013C,1219.6
E01018578,Cheshire East 013D,985.9
E01018579,Cheshire East 013E,1417.2
E01018580,Cheshire East 012D,90.4
E01018581,Cheshire East 012E,515.7
E01018582,Cheshire East 004A,974.3
E01018583,Cheshire East 005A,3491.3
E01018584,Cheshire East 005B,2698.8
E01018585,Cheshire East 001A,1981.5
E01018586,Cheshire East 001B,91.1
E01018587,Cheshire East 001C,885.4
E01018588,Cheshire East 008A,3855.1
E01018589,Cheshire East 008B,2378.9
E01018590,Cheshire East 008C,2763.4
E01018591,Cheshire East 020A,56.8
E01018592,Cheshire East 004B,1963.5
E01018593,Cheshire East 004C,614.8
E01018594,Cheshire East 004D,5941.6
E01018595,Cheshire East 004E,3379
E01018596,Cheshire East 004F,5566.4
E01018598,Cheshire East 007A,54.7
E01018599,Cheshire East 007B,562.3
E01018600,Cheshire East 006A,365.7
E01018601,Cheshire East 006B,4432.3
E01018602,Cheshire East 006C,1572.9
E01018603,Cheshire East 010A,2295.1
E01018604,Cheshire East 010B,2306.5
E01018605,Cheshire East 009A,438.2
E01018606,Cheshire East 010C,2252.1
E01018607,Cheshire East 010D,438.9
E01018608,Cheshire East 010E,1390.3
E01018609,Cheshire East 009B,3312.8
E01018610,Cheshire East 009C,4789.1
E01018611,Cheshire East 009D,1848.1
E01018612,Cheshire East 005C,2102.9
E01018613,Cheshire East 005D,4510.3
E01018614,Cheshire East 015A,4120.1
E01018615,Cheshire East 017A,2684.3
E01018616,Cheshire East 017B,2287.6
E01018617,Cheshire East 017C,3583.2
E01018618,Cheshire East 015B,4350.6
E01018619,Cheshire East 015C,1167.7
E01018620,Cheshire East 015D,1154.5
E01018621,Cheshire East 015E,4619.6
E01018622,Cheshire East 018A,7113.5
E01018623,Cheshire East 018B,8269.1
E01018624,Cheshire East 018C,3525.8
E01018625,Cheshire East 018D,11165.5
E01018627,Cheshire East 018E,4339.8
E01018628,Cheshire East 016B,710.4
E01018629,Cheshire East 016C,2921.8
E01018630,Cheshire East 016D,5236
E01018631,Cheshire East 016E,1694.9
E01018632,Cheshire East 017D,3624.7
E01018633,Cheshire East 017E,3689.4
E01018634,Cheshire East 019A,5292.4
E01018635,Cheshire East 018F,2701.9
E01018636,Cheshire East 018G,3715.8
E01018637,Cheshire East 021A,1802.8
E01018638,Cheshire East 021B,922
E01018639,Cheshire East 021C,2625.8
E01018640,Cheshire East 021D,5943.3
E01018641,Cheshire East 014A,3291
E01018642,Cheshire East 014B,3188.6
E01018643,Cheshire East 014C,1688.5
E01018644,Cheshire East 014D,2682.3
E01018645,Cheshire East 019B,6186.5
E01018646,Cheshire East 019C,3808.5
E01018647,Cheshire East 019D,3635.3
E01018648,Cheshire East 007C,42.4
E01018649,Cheshire East 007D,108.1
E01018650,Cheshire East 007E,203
E01018651,Cheshire East 007F,167.4
E01018652,Cheshire East 006D,2078.2
E01018653,Cheshire East 008D,1333.9
E01018654,Cheshire East 007G,62.2
E01018655,Cheshire East 003A,2537.6
E01018657,Cheshire East 002A,5013.2
E01018658,Cheshire East 003C,6031.7
E01018659,Cheshire East 003D,611.7
E01018661,Cheshire East 001D,308.6
E01018662,Cheshire East 002B,1471.1
E01018663,Cheshire East 002C,1944.8
E01018664,Cheshire East 002D,742.3
E01018665,Cheshire East 002E,1860.6
E01018666,Cheshire East 011A,362.8
E01018667,Cheshire East 011B,121.9
E01018668,Cheshire East 011C,105.8
E01018669,Cheshire East 020C,68.4
E01018670,Cheshire East 020D,35.2
E01018671,Cheshire West and Chester 012A,2275.7
E01018672,Cheshire West and Chester 012B,2032.1
E01018673,Cheshire West and Chester 012C,3727.7
E01018674,Cheshire West and Chester 012D,1162.1
E01018675,Cheshire West and Chester 003A,149.2
E01018676,Cheshire West and Chester 024A,814.2
E01018677,Cheshire West and Chester 024B,120.2
E01018678,Cheshire West and Chester 024C,444.2
E01018679,Cheshire West and Chester 024D,1823.5
E01018680,Cheshire West and Chester 026A,84.4
E01018681,Cheshire West and Chester 026B,2145.6
E01018682,Cheshire West and Chester 026C,496.1
E01018683,Cheshire West and Chester 026D,1198.1
E01018684,Cheshire West and Chester 015A,94.4
E01018685,Cheshire West and Chester 002A,4223.6
E01018686,Cheshire West and Chester 002B,1418
E01018687,Cheshire West and Chester 002C,509.2
E01018688,Cheshire West and Chester 002D,2722.5
E01018689,Cheshire West and Chester 002E,143.5
E01018690,Cheshire West and Chester 002F,316.9
E01018691,Cheshire West and Chester 023A,1231.3
E01018692,Cheshire West and Chester 024E,109.5
E01018693,Cheshire West and Chester 023B,1139.6
E01018694,Cheshire West and Chester 023C,1336.8
E01018695,Cheshire West and Chester 015B,3200.1
E01018696,Cheshire West and Chester 015C,354.7
E01018697,Cheshire West and Chester 015D,2589.3
E01018698,Cheshire West and Chester 015E,154.9
E01018699,Cheshire West and Chester 021A,4030.9
E01018700,Cheshire West and Chester 023D,3832.1
E01018701,Cheshire West and Chester 021B,2254.3
E01018702,Cheshire West and Chester 023E,3460.8
E01018703,Cheshire West and Chester 023F,1767.8
E01018704,Cheshire West and Chester 017A,339
E01018705,Cheshire West and Chester 017B,1524.8
E01018706,Cheshire West and Chester 017C,2400.1
E01018707,Cheshire West and Chester 045A,72.7
E01018708,Cheshire West and Chester 003B,67.4
E01018709,Cheshire West and Chester 020A,7529.6
E01018710,Cheshire West and Chester 020B,2660.8
E01018711,Cheshire West and Chester 020C,2341.2
E01018712,Cheshire West and Chester 020D,4033.5
E01018714,Cheshire West and Chester 018B,1545.9
E01018715,Cheshire West and Chester 018C,1055.3
E01018716,Cheshire West and Chester 021C,3074
E01018717,Cheshire West and Chester 021D,3864.3
E01018718,Cheshire West and Chester 017D,499.7
E01018719,Cheshire West and Chester 021E,5172.3
E01018720,Cheshire West and Chester 021F,4580.6
E01018721,Cheshire West and Chester 003C,75.2
E01018722,Cheshire West and Chester 017E,52.4
E01018723,Cheshire West and Chester 045B,430
E01018724,Cheshire West and Chester 045C,1017
E01018725,Cheshire West and Chester 045D,38.1
E01018726,Cheshire West and Chester 019A,1870.7
E01018727,Cheshire West and Chester 019B,322
E01018728,Cheshire West and Chester 019C,1545.1
E01018729,Cheshire West and Chester 019D,2405.9
E01018730,Cheshire West and Chester 040A,5119
E01018731,Cheshire West and Chester 042A,2589.9
E01018732,Cheshire West and Chester 038A,3631.6
E01018733,Cheshire West and Chester 035A,401.8
E01018734,Cheshire West and Chester 035B,4568.6
E01018735,Cheshire West and Chester 042B,1170.8
E01018736,Cheshire West and Chester 037A,4351.1
E01018737,Cheshire West and Chester 037B,1424.7
E01018738,Cheshire West and Chester 040B,1133.7
E01018739,Cheshire West and Chester 040C,4416.7
E01018740,Cheshire West and Chester 042C,5778.5
E01018741,Cheshire West and Chester 040D,3452.4
E01018742,Cheshire West and Chester 042D,1410.3
E01018743,Cheshire West and Chester 037C,358.2
E01018744,Cheshire West and Chester 037D,1992.2
E01018745,Cheshire West and Chester 038B,6174.7
E01018746,Cheshire West and Chester 038C,2178.1
E01018747,Cheshire West and Chester 038D,2180.2
E01018748,Cheshire West and Chester 035C,8636.1
E01018749,Cheshire West and Chester 035D,858
E01019078,Allerdale 007A,787.9
E01019079,Allerdale 007B,933.7
E01019080,Allerdale 007C,646.7
E01019081,Allerdale 003A,124.2
E01019082,Allerdale 003B,264
E01019083,Allerdale 002A,12.5
E01019084,Allerdale 006A,453.9
E01019085,Allerdale 006B,214
E01019086,Allerdale 006C,44.5
E01019087,Allerdale 007D,1572
E01019088,Allerdale 006D,1899.6
E01019089,Allerdale 011A,193.1
E01019090,Allerdale 007E,7.4
E01019091,Allerdale 006E,42.4
E01019092,Allerdale 012A,11
E01019093,Allerdale 004A,372.3
E01019094,Allerdale 004B,153.1
E01019095,Allerdale 005A,1635
E01019096,Allerdale 004C,3126.6
E01019097,Allerdale 005B,3519.8
E01019098,Allerdale 005C,189.1
E01019099,Allerdale 005D,255
E01019100,Allerdale 011B,1392.2
E01019101,Allerdale 011C,98
E01019102,Allerdale 003C,31.6
E01019104,Allerdale 012C,553.6
E01019106,Allerdale 012E,19.9
E01019107,Allerdale 002B,24.3
E01019108,Allerdale 010A,2216
E01019109,Allerdale 010B,5818.2
E01019110,Allerdale 010C,5394.8
E01019111,Allerdale 009A,2269.4
E01019112,Allerdale 009B,2710.4
E01019113,Allerdale 009C,1558.9
E01019114,Allerdale 004D,1408.5
E01019115,Allerdale 004E,854.4
E01019116,Allerdale 008A,1418.7
E01019117,Allerdale 010D,4755.7
E01019118,Allerdale 008B,9054.7
E01019119,Allerdale 010E,799.3
E01019120,Allerdale 009D,1373.4
E01019121,Allerdale 009E,5936.7
E01019122,Allerdale 008C,400.4
E01019123,Allerdale 008D,345.5
E01019124,Allerdale 008E,994.5
E01019125,Allerdale 008F,212.1
E01019126,Allerdale 001A,598.8
E01019127,Allerdale 001B,48.4
E01019128,Allerdale 003D,29.8
E01019129,Allerdale 011D,613.1
E01019130,Allerdale 002C,47.3
E01019131,Allerdale 002D,14.3
E01019132,Allerdale 001C,21.1
E01019133,Allerdale 003E,34.4
E01019134,Allerdale 001D,1415.5
E01019135,Allerdale 001E,1179.5
E01019136,Allerdale 001F,1512.1
E01019137,Allerdale 001G,1066.9
E01019138,Barrow-in-Furness 010A,574
E01019139,Barrow-in-Furness 010B,1227
E01019141,Barrow-in-Furness 008A,4624.7
E01019142,Barrow-in-Furness 008B,12000
E01019143,Barrow-in-Furness 008C,4045.7
E01019144,Barrow-in-Furness 001A,74.8
E01019145,Barrow-in-Furness 001B,2960
E01019146,Barrow-in-Furness 001C,179
E01019147,Barrow-in-Furness 001D,4251.3
E01019148,Barrow-in-Furness 002A,438.4
E01019149,Barrow-in-Furness 002B,933
E01019150,Barrow-in-Furness 002C,2248.7
E01019151,Barrow-in-Furness 002D,2116.2
E01019152,Barrow-in-Furness 003A,2531.3
E01019153,Barrow-in-Furness 003B,2486.4
E01019154,Barrow-in-Furness 003C,431.9
E01019155,Barrow-in-Furness 003D,2035.7
E01019156,Barrow-in-Furness 004A,1136.9
E01019157,Barrow-in-Furness 008D,5826.3
E01019158,Barrow-in-Furness 008E,10183.5
E01019159,Barrow-in-Furness 004B,4029.3
E01019160,Barrow-in-Furness 007B,5859.8
E01019161,Barrow-in-Furness 006A,3375.4
E01019162,Barrow-in-Furness 003E,2781.4
E01019163,Barrow-in-Furness 003F,924.3
E01019164,Barrow-in-Furness 004C,450.2
E01019165,Barrow-in-Furness 004D,3385.2
E01019166,Barrow-in-Furness 004E,2881.2
E01019167,Barrow-in-Furness 005A,6254
E01019168,Barrow-in-Furness 005B,1787.3
E01019169,Barrow-in-Furness 005C,4520.8
E01019170,Barrow-in-Furness 005D,10933.3
E01019171,Barrow-in-Furness 005E,11344.9
E01019172,Barrow-in-Furness 007C,5244.4
E01019173,Barrow-in-Furness 007D,9395.2
E01019175,Barrow-in-Furness 007F,6192.3
E01019176,Barrow-in-Furness 006B,4270.9
E01019177,Barrow-in-Furness 006C,3985.7
E01019178,Barrow-in-Furness 006D,193.5
E01019179,Barrow-in-Furness 006E,320.6
E01019180,Barrow-in-Furness 009A,385.4
E01019182,Barrow-in-Furness 009C,2079.5
E01019184,Barrow-in-Furness 009E,8080.6
E01019185,Barrow-in-Furness 010C,4741.8
E01019186,Barrow-in-Furness 010D,9253.3
E01019187,Barrow-in-Furness 010E,193.2
E01019188,Carlisle 003A,1205.1
E01019189,Carlisle 003B,4484.9
E01019190,Carlisle 003C,1035.8
E01019191,Carlisle 003D,3559
E01019192,Carlisle 005A,3025.7
E01019193,Carlisle 009A,4861.7
E01019194,Carlisle 009B,5105.2
E01019195,Carlisle 005B,2091.6
E01019196,Carlisle 004A,1649.3
E01019197,Carlisle 011A,2664.7
E01019198,Carlisle 011B,3409.7
E01019199,Carlisle 011C,6515.8
E01019200,Carlisle 002A,65
E01019201,Carlisle 002B,1264.2
E01019202,Carlisle 002C,1381
E01019203,Carlisle 005C,39.3
E01019204,Carlisle 006A,512.9
E01019205,Carlisle 008A,4654.1
E01019206,Carlisle 006B,2914.9
E01019207,Carlisle 008B,8281.7
E01019208,Carlisle 012A,5861.2
E01019209,Carlisle 010A,5625.3
E01019210,Carlisle 012B,6330.7
E01019211,Carlisle 010B,2029.4
E01019212,Carlisle 013A,35.4
E01019215,Carlisle 008C,3605
E01019216,Carlisle 010C,7540.3
E01019217,Carlisle 010D,1786.1
E01019218,Carlisle 008D,1871.4
E01019219,Carlisle 007A,22.6
E01019220,Carlisle 010E,1627.9
E01019221,Carlisle 011D,4232.1
E01019222,Carlisle 011E,4120.9
E01019223,Carlisle 013D,4520
E01019224,Carlisle 007B,91.1
E01019225,Carlisle 002D,8.3
E01019226,Carlisle 001A,26.3
E01019227,Carlisle 001B,3525.6
E01019228,Carlisle 001C,16.7
E01019229,Carlisle 001D,7.9
E01019230,Carlisle 009C,4665.7
E01019231,Carlisle 009D,3424.4
E01019232,Carlisle 009E,4605.3
E01019233,Carlisle 008E,3574.8
E01019234,Carlisle 006C,9686.8
E01019235,Carlisle 006D,4238.9
E01019236,Carlisle 010F,7762.5
E01019237,Carlisle 006E,2951.5
E01019238,Carlisle 004B,486.3
E01019239,Carlisle 007C,27.1
E01019240,Carlisle 004C,100.7
E01019241,Carlisle 004D,1420.2
E01019242,Carlisle 006F,4001.9
E01019243,Carlisle 004E,2059.1
E01019244,Carlisle 003E,4282.3
E01019245,Carlisle 011F,6636.5
E01019246,Carlisle 012C,5265.4
E01019247,Carlisle 012D,2563
E01019248,Carlisle 012E,3344.8
E01019249,Carlisle 007D,127.9
E01019250,Carlisle 007E,67.1
E01019251,Carlisle 004F,300.6
E01019252,Carlisle 009F,5205.5
E01019253,Carlisle 013E,2565.1
E01019254,Carlisle 005D,3748.2
E01019255,Carlisle 005E,4900.6
E01019256,Copeland 004A,64.9
E01019257,Copeland 007A,167.1
E01019258,Copeland 007B,33.6
E01019259,Copeland 008A,15.1
E01019260,Copeland 002A,1904.4
E01019261,Copeland 003A,1047.9
E01019262,Copeland 003B,1256.8
E01019264,Copeland 004C,1309.1
E01019265,Copeland 004D,774.6
E01019266,Copeland 004E,171.9
E01019267,Copeland 004F,4915
E01019269,Copeland 001B,315.9
E01019270,Copeland 001C,924.5
E01019271,Copeland 006A,318.7
E01019272,Copeland 006B,3522.9
E01019273,Copeland 006C,365.5
E01019274,Copeland 006D,1436.6
E01019275,Copeland 006E,537.3
E01019277,Copeland 004H,1388.8
E01019278,Copeland 004I,181.1
E01019279,Copeland 007C,14.8
E01019280,Copeland 002B,2365.2
E01019281,Copeland 002C,1895.6
E01019282,Copeland 002D,3955.3
E01019283,Copeland 008B,296.1
E01019284,Copeland 003C,2852.9
E01019285,Copeland 003D,3083.7
E01019286,Copeland 003E,725.7
E01019287,Copeland 003F,4478.5
E01019288,Copeland 003G,3210.4
E01019289,Copeland 008C,1439.7
E01019290,Copeland 008D,898.5
E01019291,Copeland 005A,1761.7
E01019292,Copeland 005B,1430.3
E01019293,Copeland 008E,9.4
E01019294,Copeland 005C,2300.4
E01019295,Copeland 005D,5076.9
E01019296,Copeland 005E,991.9
E01019298,Copeland 008F,332.2
E01019299,Copeland 008G,2898.8
E01019300,Copeland 007D,110.1
E01019301,Copeland 005F,1754
E01019302,Copeland 005G,217.2
E01019303,Copeland 007E,290
E01019304,Copeland 007F,8.8
E01019305,Eden 001A,13.6
E01019306,Eden 006A,304.3
E01019307,Eden 006B,563.9
E01019308,Eden 005A,10.3
E01019309,Eden 007A,11.2
E01019310,Eden 006C,12.9
E01019311,Eden 005B,49.9
E01019312,Eden 004A,93.2
E01019313,Eden 005C,12
E01019314,Eden 001B,13.4
E01019315,Eden 002A,38.5
E01019316,Eden 002B,33.6
E01019317,Eden 007B,11.7
E01019318,Eden 007C,1478.4
E01019319,Eden 006D,34.6
E01019320,Eden 001C,13.2
E01019321,Eden 001D,25.8
E01019322,Eden 002C,32.9
E01019323,Eden 006E,9.3
E01019324,Eden 006F,26.9
E01019325,Eden 007D,12.7
E01019326,Eden 004B,869.6
E01019327,Eden 003A,4975.3
E01019328,Eden 004C,2493.9
E01019329,Eden 004D,52.6
E01019330,Eden 004E,5495.8
E01019331,Eden 004F,3548.3
E01019332,Eden 003B,2086.3
E01019333,Eden 003C,3825.5
E01019334,Eden 004G,1213.9
E01019335,Eden 003D,505.8
E01019336,Eden 003E,3569.8
E01019337,Eden 006G,12.1
E01019338,Eden 002D,16.4
E01019339,Eden 005D,8.9
E01019340,Eden 007E,10.3
E01019343,South Lakeland 011C,74.4
E01019344,South Lakeland 008A,14.9
E01019345,South Lakeland 008B,31.4
E01019346,South Lakeland 003A,45.7
E01019347,South Lakeland 011D,202.6
E01019348,South Lakeland 010A,94.5
E01019349,South Lakeland 013A,59.2
E01019350,South Lakeland 008C,14
E01019351,South Lakeland 008D,38.3
E01019352,South Lakeland 010B,36.8
E01019353,South Lakeland 013B,1477.3
E01019354,South Lakeland 013C,221.9
E01019355,South Lakeland 013D,424.6
E01019356,South Lakeland 007A,15.1
E01019357,South Lakeland 013E,152.8
E01019358,South Lakeland 005A,834.8
E01019359,South Lakeland 003B,2246.1
E01019360,South Lakeland 004A,1505.6
E01019361,South Lakeland 006A,3033.2
E01019362,South Lakeland 005B,2120.4
E01019363,South Lakeland 004B,2841.8
E01019364,South Lakeland 004C,7392.4
E01019365,South Lakeland 003C,874.6
E01019366,South Lakeland 005C,1958.6
E01019368,South Lakeland 006C,4278.5
E01019369,South Lakeland 006D,2786.5
E01019370,South Lakeland 003D,2926
E01019371,South Lakeland 004D,4342.6
E01019372,South Lakeland 009A,1379.1
E01019373,South Lakeland 009B,30.7
E01019374,South Lakeland 001A,1288.9
E01019375,South Lakeland 001B,34.7
E01019376,South Lakeland 001C,14.7
E01019377,South Lakeland 010C,98.8
E01019378,South Lakeland 014A,1727.6
E01019379,South Lakeland 014B,99.9
E01019380,South Lakeland 014C,56.2
E01019381,South Lakeland 007B,28.1
E01019382,South Lakeland 011E,614.1
E01019383,South Lakeland 010D,73.1
E01019384,South Lakeland 009C,9.9
E01019385,South Lakeland 009D,1644.7
E01019386,South Lakeland 007C,27
E01019387,South Lakeland 002A,28.2
E01019388,South Lakeland 012A,944
E01019389,South Lakeland 012B,636.9
E01019390,South Lakeland 012C,1043.1
E01019391,South Lakeland 014D,1131.4
E01019392,South Lakeland 012D,5954.4
E01019393,South Lakeland 014E,624.3
E01019394,South Lakeland 005D,12.2
E01019395,South Lakeland 001D,92.1
E01019396,South Lakeland 002B,957
E01019397,South Lakeland 002C,326
E01024855,Burnley 007A,5153.9
E01024856,Burnley 003A,17375
E01024857,Burnley 007B,1717.4
E01024858,Burnley 007C,5912.4
E01024859,Burnley 001A,5873.9
E01024860,Burnley 009A,83.5
E01024861,Burnley 001B,5081.9
E01024862,Burnley 001C,4316.9
E01024863,Burnley 008A,2779.8
E01024864,Burnley 007D,9551.7
E01024865,Burnley 008B,5523.6
E01024866,Burnley 008C,1767.9
E01024867,Burnley 008D,1368
E01024868,Burnley 009B,87.7
E01024869,Burnley 009C,214.2
E01024870,Burnley 009D,54.7
E01024871,Burnley 014D,3192.7
E01024872,Burnley 010A,5536.2
E01024873,Burnley 014E,5042.7
E01024874,Burnley 011A,103.5
E01024875,Burnley 003B,18928.2
E01024876,Burnley 003C,11236
E01024877,Burnley 003D,2799.5
E01024878,Burnley 003E,1233.5
E01024879,Burnley 005A,4228.3
E01024880,Burnley 005B,3748.4
E01024881,Burnley 006A,6416.6
E01024882,Burnley 006B,5687.7
E01024883,Burnley 004A,2201.1
E01024884,Burnley 004B,3132.1
E01024885,Burnley 004C,4331.5
E01024886,Burnley 004D,9941.7
E01024887,Burnley 011B,652.9
E01024888,Burnley 011C,153.7
E01024889,Burnley 004E,721.5
E01024890,Burnley 004F,2925.1
E01024891,Burnley 001D,5185.4
E01024892,Burnley 001E,2381.5
E01024893,Burnley 002A,4802.6
E01024894,Burnley 001F,6062.2
E01024895,Burnley 003F,9850
E01024896,Burnley 002B,3555.4
E01024897,Burnley 002C,3641.5
E01024898,Burnley 002D,8935.4
E01024899,Burnley 010B,2021.6
E01024900,Burnley 010C,3038.2
E01024901,Burnley 011D,3109.2
E01024902,Burnley 006C,4599
E01024903,Burnley 014F,5248.3
E01024904,Burnley 014A,1181.1
E01024905,Burnley 014G,5741.4
E01024906,Burnley 014B,5085.5
E01024907,Burnley 010D,4517.8
E01024908,Burnley 010E,6392.9
E01024909,Burnley 010F,2298.4
E01024910,Burnley 014C,4295.5
E01024911,Burnley 006D,4563.7
E01024912,Burnley 005C,484.1
E01024913,Burnley 005D,4582.1
E01024914,Burnley 005E,764.8
E01024915,Chorley 014A,4660.8
E01024916,Chorley 014B,593.9
E01024917,Chorley 014C,2546.8
E01024918,Chorley 014D,341.1
E01024920,Chorley 008B,2957
E01024921,Chorley 002A,76.2
E01024922,Chorley 013A,467.3
E01024923,Chorley 011A,111.1
E01024924,Chorley 011B,386
E01024925,Chorley 009A,5305.4
E01024926,Chorley 009B,1091.5
E01024927,Chorley 009C,5834.8
E01024928,Chorley 009D,5542.8
E01024930,Chorley 006B,4368.3
E01024931,Chorley 006C,5427.9
E01024933,Chorley 006E,1824.4
E01024934,Chorley 008C,2112.9
E01024935,Chorley 008D,1148.8
E01024936,Chorley 010A,7037.8
E01024937,Chorley 006F,1359.5
E01024938,Chorley 010B,5842.8
E01024939,Chorley 010C,925.6
E01024940,Chorley 010D,3439
E01024941,Chorley 010E,6448.3
E01024942,Chorley 012A,6007.6
E01024943,Chorley 012B,2103.2
E01024944,Chorley 012C,2256.2
E01024946,Chorley 003A,1813.8
E01024947,Chorley 003B,3146.1
E01024948,Chorley 004A,2916.8
E01024950,Chorley 004C,2111.8
E01024951,Chorley 001A,4871.8
E01024952,Chorley 001B,2672.5
E01024953,Chorley 001C,4234.1
E01024954,Chorley 001D,3187.9
E01024955,Chorley 003C,1196.7
E01024956,Chorley 003D,1647.3
E01024957,Chorley 003E,1155.1
E01024958,Chorley 003F,5485.1
E01024959,Chorley 013B,3799.4
E01024960,Chorley 013C,3483.5
E01024961,Chorley 013D,320.6
E01024962,Chorley 013E,2130.7
E01024963,Chorley 011C,2127.7
E01024964,Chorley 007A,207.9
E01024965,Chorley 011D,155.2
E01024966,Chorley 011E,666.6
E01024967,Chorley 005A,359.8
E01024968,Chorley 005B,3512.6
E01024969,Chorley 005C,2556
E01024970,Chorley 005D,2368.7
E01024971,Chorley 005E,442.7
E01024972,Chorley 005F,1817.6
E01024973,Chorley 014E,113.7
E01024974,Chorley 007B,86.5
E01024975,Chorley 007C,374.7
E01024976,Chorley 007D,2694
E01024977,Chorley 004D,140.1
E01024978,Chorley 002B,214.8
E01024979,Chorley 002C,178.8
E01024980,Chorley 002D,409.9
E01024981,Fylde 008A,2087.6
E01024982,Fylde 008B,2260
E01024983,Fylde 008C,4913.1
E01024984,Fylde 006A,3331.8
E01024985,Fylde 006B,4501.9
E01024986,Fylde 006C,1950.6
E01024987,Fylde 006D,5619.5
E01024988,Fylde 006E,3286.7
E01024989,Fylde 006F,4460.7
E01024990,Fylde 009A,2614.2
E01024991,Fylde 009B,1337
E01024992,Fylde 009C,896.4
E01024993,Fylde 001A,182.3
E01024994,Fylde 008D,2693.2
E01024995,Fylde 008E,1758.5
E01024996,Fylde 006G,6248
E01024997,Fylde 007A,1068.9
E01024998,Fylde 003A,241.4
E01024999,Fylde 007B,934
E01025000,Fylde 007C,987.1
E01025001,Fylde 005A,870.1
E01025002,Fylde 005B,5066.5
E01025003,Fylde 008F,1773.2
E01025004,Fylde 004A,3777
E01025005,Fylde 005C,3209
E01025006,Fylde 004B,1250.3
E01025007,Fylde 002A,1575.6
E01025008,Fylde 002B,3095.6
E01025009,Fylde 002C,2734.5
E01025010,Fylde 003B,1071.8
E01025011,Fylde 002D,7291.3
E01025012,Fylde 002E,382.2
E01025013,Fylde 002F,3970.8
E01025014,Fylde 003C,56.9
E01025015,Fylde 003D,540.6
E01025016,Fylde 005D,907.5
E01025017,Fylde 008G,4931.7
E01025018,Fylde 005E,1746.8
E01025019,Fylde 002G,428.8
E01025020,Fylde 009D,754.7
E01025021,Fylde 009E,1512.8
E01025022,Fylde 009F,2451.5
E01025023,Fylde 004C,2866.5
E01025024,Fylde 004D,697.3
E01025025,Fylde 004E,6220.1
E01025026,Fylde 001B,75.5
E01025027,Fylde 001C,109
E01025028,Fylde 001D,2333.6
E01025029,Fylde 007D,219
E01025030,Fylde 007E,1129.6
E01025031,Fylde 001E,96.3
E01025032,Hyndburn 002A,801.1
E01025033,Hyndburn 002B,383.2
E01025034,Hyndburn 002C,2642.9
E01025035,Hyndburn 008A,438.1
E01025036,Hyndburn 008B,3997.2
E01025037,Hyndburn 008C,2797.4
E01025038,Hyndburn 008D,4205.5
E01025039,Hyndburn 008E,344.4
E01025040,Hyndburn 008F,1996.1
E01025041,Hyndburn 006A,3411.1
E01025042,Hyndburn 006B,14903.4
E01025044,Hyndburn 005A,1954.6
E01025045,Hyndburn 005B,4393.6
E01025046,Hyndburn 005C,1175.4
E01025048,Hyndburn 002D,3866.2
E01025049,Hyndburn 002E,6180.1
E01025050,Hyndburn 002F,1141.6
E01025051,Hyndburn 004A,1422.6
E01025052,Hyndburn 004B,1083.3
E01025053,Hyndburn 002G,975.6
E01025054,Hyndburn 009A,150.1
E01025055,Hyndburn 007A,7188.3
E01025056,Hyndburn 009B,2396.6
E01025057,Hyndburn 004C,6057.6
E01025058,Hyndburn 004D,4640.3
E01025059,Hyndburn 004E,3345
E01025060,Hyndburn 001A,14120.5
E01025061,Hyndburn 001B,728.4
E01025062,Hyndburn 001C,3626.8
E01025063,Hyndburn 001D,2217.3
E01025064,Hyndburn 001E,222
E01025065,Hyndburn 001F,6200.2
E01025066,Hyndburn 001G,1076.4
E01025067,Hyndburn 004F,9248
E01025068,Hyndburn 004G,8007.2
E01025069,Hyndburn 004H,12296.2
E01025070,Hyndburn 003A,2694
E01025071,Hyndburn 003B,1874.2
E01025072,Hyndburn 003C,1211.1
E01025073,Hyndburn 003D,3222.4
E01025074,Hyndburn 003E,160
E01025075,Hyndburn 007B,4035.2
E01025076,Hyndburn 007C,3830.4
E01025077,Hyndburn 007D,2900.2
E01025078,Hyndburn 007E,6027.2
E01025079,Hyndburn 009C,4837.2
E01025080,Hyndburn 009D,227.7
